updated date,expiration date,ticker,Strike,Last,Theor.,IV,Delta,Gamma,Theta,Vega,Rho,Volume,Open Interest,Vol/OI,Type,Last Trade,Avg IV
20230905,20230908,aapl,50.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,5,0,Put,08/11/23,15.38%
20230905,20230908,aapl,60.00,0,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,Put,,15.38%
20230905,20230908,aapl,65.00,0,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,Put,,15.38%
20230905,20230908,aapl,70.00,0,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,Put,,15.38%
20230905,20230908,aapl,75.00,0,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,Put,,15.38%
20230905,20230908,aapl,80.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,1,0,Put,08/23/23,15.38%
20230905,20230908,aapl,85.00,0,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,Put,,15.38%
20230905,20230908,aapl,90.00,0,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,Put,,15.38%
20230905,20230908,aapl,95.00,0,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,Put,,15.38%
20230905,20230908,aapl,100.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,13,0,Put,08/29/23,15.38%
20230905,20230908,aapl,105.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,61,0,Put,08/18/23,15.38%
20230905,20230908,aapl,110.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,538,0,Put,08/18/23,15.38%
20230905,20230908,aapl,115.00,0.01,0.01,130.66%,-0.00108,1.10E-04,-0.00954,8.80E-04,-3.00E-05,1,31,0.03,Put,09/01/23,15.38%
20230905,20230908,aapl,120.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,194,0,Put,08/29/23,15.38%
20230905,20230908,aapl,125.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,181,0,Put,08/30/23,15.38%
20230905,20230908,aapl,130.00,0.02,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,153,0,Put,08/24/23,15.38%
20230905,20230908,aapl,135.00,0.01,0.01,91.20%,-0.00153,2.20E-04,-0.00913,1.21E-03,-5.00E-05,7,1862,0,Put,09/01/23,15.38%
20230905,20230908,aapl,140.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,622,0,Put,08/30/23,15.38%
20230905,20230908,aapl,145.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,661,0,Put,08/30/23,15.38%
20230905,20230908,aapl,150.00,0.01,0.01,64.80%,-0.00211,4.20E-04,-0.0087,1.62E-03,-6.00E-05,115,1716,0.07,Put,09/01/23,15.38%
20230905,20230908,aapl,152.50,0.01,0.01,60.60%,-0.00225,4.80E-04,-0.00861,1.72E-03,-7.00E-05,232,1131,0.21,Put,09/01/23,15.38%
20230905,20230908,aapl,155.00,0.01,0.01,56.46%,-0.00241,5.50E-04,-0.00852,1.82E-03,-7.00E-05,43,2447,0.02,Put,09/01/23,15.38%
20230905,20230908,aapl,157.50,0.01,0.01,52.35%,-0.00258,6.30E-04,-0.00842,1.94E-03,-8.00E-05,107,544,0.2,Put,09/01/23,15.38%
20230905,20230908,aapl,160.00,0.01,0.01,48.29%,-0.00279,7.30E-04,-0.00831,2.08E-03,-8.00E-05,135,4259,0.03,Put,09/01/23,15.38%
20230905,20230908,aapl,162.50,0.02,0.02,47.67%,-0.00533,1.32E-03,-0.01464,3.72E-03,-1.60E-04,1789,362,4.94,Put,09/01/23,15.38%
20230905,20230908,aapl,165.00,0.02,0.02,43.43%,-0.00581,1.57E-03,-0.01439,4.01E-03,-1.70E-04,911,5541,0.16,Put,09/01/23,15.38%
20230905,20230908,aapl,167.50,0.03,0.03,41.18%,-0.00881,2.38E-03,-0.01969,5.80E-03,-2.60E-04,147,1694,0.09,Put,09/01/23,15.38%
20230905,20230908,aapl,170.00,0.03,0.03,36.82%,-0.00977,2.92E-03,-0.01923,6.35E-03,-2.90E-04,530,8266,0.06,Put,09/01/23,15.38%
20230905,20230908,aapl,172.50,0.04,0.04,33.75%,-0.0137,4.27E-03,-0.02361,8.51E-03,-4.10E-04,1250,4568,0.27,Put,09/01/23,15.38%
20230905,20230908,aapl,175.00,0.06,0.06,31.09%,-0.02118,6.73E-03,-0.03149,1.24E-02,-6.30E-04,1742,9614,0.18,Put,09/01/23,15.38%
20230905,20230908,aapl,177.50,0.07,0.07,27.05%,-0.0275,9.63E-03,-0.034,1.54E-02,-8.20E-04,3320,4917,0.68,Put,09/01/23,15.38%
20230905,20230908,aapl,180.00,0.09,0.09,23.22%,-0.03921,1.50E-02,-0.03893,2.06E-02,-1.16E-03,15953,28629,0.56,Put,09/01/23,15.38%
20230905,20230908,aapl,182.50,0.12,0.12,19.22%,-0.05927,2.53E-02,-0.0445,2.87E-02,-1.74E-03,10073,9980,1.01,Put,09/01/23,15.38%
20230905,20230908,aapl,185.00,0.27,0.27,17.09%,-0.12899,5.08E-02,-0.06977,5.11E-02,-3.73E-03,28989,10453,2.77,Put,09/01/23,15.38%
20230905,20230908,aapl,187.50,0.69,0.68,15.51%,-0.28527,9.17E-02,-0.10012,8.25E-02,-8.00E-03,26690,14082,1.9,Put,09/01/23,15.38%
20230905,20230908,aapl,190.00,1.67,1.65,14.79%,-0.54461,1.12E-01,-0.10717,9.61E-02,-1.39E-02,20826,9385,2.22,Put,09/01/23,15.38%
20230905,20230908,aapl,192.50,3.38,3.38,15.12%,-0.7907,8.04E-02,-0.07398,6.93E-02,-1.65E-02,1022,2080,0.49,Put,09/01/23,15.38%
20230905,20230908,aapl,195.00,5.6,5.6,15.87%,-0.93375,3.99E-02,-0.03032,3.00E-02,-1.17E-02,692,569,1.22,Put,09/01/23,15.38%
20230905,20230908,aapl,197.50,8.1,8.1,21.01%,-0.94802,2.19E-02,-0.03416,2.49E-02,-1.17E-02,77,18,4.28,Put,09/01/23,15.38%
20230905,20230908,aapl,200.00,10.55,10.55,22.71%,-0.98125,8.73E-03,-0.01401,1.03E-02,-6.80E-03,21,30,0.7,Put,09/01/23,15.38%
20230905,20230908,aapl,202.50,13.25,13.2,34.48%,-0.93611,1.54E-02,-0.07359,2.99E-02,-1.53E-02,5,0,0,Put,09/01/23,15.38%
20230905,20230908,aapl,205.00,15.75,15.7,39.31%,-0.94284,1.24E-02,-0.07744,2.75E-02,-1.54E-02,5,3,1.67,Put,09/01/23,15.38%
20230905,20230908,aapl,207.50,0,18.38,49.68%,-0.92109,1.25E-02,-0.13214,3.55E-02,-1.83E-02,0,0,0,Put,,15.38%
20230905,20230908,aapl,210.00,20.75,20.75,50.45%,-0.94397,9.47E-03,-0.10043,2.71E-02,-1.68E-02,5,0,0,Put,09/01/23,15.38%
20230905,20230908,aapl,212.50,23.25,23.25,54.95%,-0.94783,8.22E-03,-0.10371,2.57E-02,-1.69E-02,5,0,0,Put,09/01/23,15.38%
20230905,20230908,aapl,215.00,36.15,25.75,59.33%,-0.95106,7.23E-03,-0.10671,2.44E-02,-1.70E-02,0,0,0,Put,08/10/23,15.38%
20230905,20230908,aapl,220.00,32.9,30.9,73.62%,-0.93992,6.80E-03,-0.16109,2.88E-02,-1.90E-02,0,0,0,Put,08/30/23,15.38%
20230905,20230908,aapl,225.00,40.5,35.55,60.03%,-0.99174,1.62E-03,-0.02003,5.17E-03,-7.12E-03,0,0,0,Put,08/04/23,15.38%
20230905,20230908,aapl,230.00,0,41.05,95.75%,-0.93724,5.39E-03,-0.22106,2.98E-02,-2.06E-02,0,0,0,Put,,15.38%
20230905,20230908,aapl,235.00,0,45.7,88.10%,-0.97108,3.17E-03,-0.10295,1.58E-02,-1.60E-02,0,0,0,Put,,15.38%
20230905,20230908,aapl,240.00,52.9,50.58,83.78%,-0.98824,1.58E-03,-0.04159,7.21E-03,-1.07E-02,0,0,0,Put,08/30/23,15.38%
20230905,20230908,aapl,245.00,0,56.25,126.34%,-0.935,4.18E-03,-0.30408,3.07E-02,-2.34E-02,0,0,0,Put,,15.38%
20230905,20230908,aapl,250.00,0,60.6,99.47%,-0.98642,1.49E-03,-0.05814,8.21E-03,-1.20E-02,0,0,0,Put,,15.38%
20230905,20230908,aapl,255.00,0,65.85,124.36%,-0.96485,2.62E-03,-0.17733,1.87E-02,-1.97E-02,0,0,0,Put,,15.38%
20230905,20230908,aapl,260.00,0,70.73,123.11%,-0.97558,1.97E-03,-0.12659,1.37E-02,-1.74E-02,0,0,0,Put,,15.38%
20230905,20230908,aapl,265.00,0,75.85,137.32%,-0.96745,2.23E-03,-0.18393,1.75E-02,-2.03E-02,0,0,0,Put,,15.38%
20230905,20230915,aapl,65.00,114.9,125.05,284.77%,0.98799,3.00E-04,-0.12738,1.10E-02,2.21E-02,0,109,0,Call,08/28/23,18.88%
20230905,20230915,aapl,70.00,116.8,120.05,265.57%,0.9873,3.40E-04,-0.12562,1.16E-02,2.39E-02,0,6099,0,Call,08/30/23,18.88%
20230905,20230915,aapl,75.00,108.32,114.7,206.54%,0.99483,2.00E-04,-0.0492,5.16E-03,2.63E-02,0,1608,0,Call,08/29/23,18.88%
20230905,20230915,aapl,80.00,109.55,110.7,269.54%,0.97439,6.20E-04,-0.22802,2.12E-02,2.63E-02,1,693,0,Call,09/01/23,18.88%
20230905,20230915,aapl,85.00,95.04,104.63,156.74%,0.99772,1.20E-04,-0.02402,2.37E-03,3.01E-02,0,713,0,Call,08/28/23,18.88%
20230905,20230915,aapl,90.00,98.5,99.68,158.27%,0.99576,2.10E-04,-0.03656,4.30E-03,3.17E-02,2,1343,0,Call,09/01/23,18.88%
20230905,20230915,aapl,95.00,79.3,94.95,179.79%,0.98624,5.40E-04,-0.09684,1.24E-02,3.27E-02,0,365,0,Call,08/17/23,18.88%
20230905,20230915,aapl,100.00,88.73,89.93,165.04%,0.98636,5.80E-04,-0.0899,1.23E-02,3.45E-02,1,3111,0,Call,09/01/23,18.88%
20230905,20230915,aapl,105.00,77.9,85,158.42%,0.98321,7.30E-04,-0.10232,1.48E-02,3.61E-02,0,522,0,Call,08/29/23,18.88%
20230905,20230915,aapl,110.00,77.75,79.8,130.42%,0.99015,5.60E-04,-0.05963,9.26E-03,3.84E-02,0,1031,0,Call,08/30/23,18.88%
20230905,20230915,aapl,115.00,74.65,74.65,84.70%,0.99916,8.00E-05,-0.01682,8.20E-04,4.08E-02,2,1169,0,Call,09/01/23,18.88%
20230905,20230915,aapl,120.00,69.68,69.68,89.60%,0.99722,2.50E-04,-0.02474,2.87E-03,4.25E-02,11,4944,0,Call,09/01/23,18.88%
20230905,20230915,aapl,125.00,63.46,64.98,113.08%,0.98028,1.17E-03,-0.08893,1.70E-02,4.30E-02,1,2908,0,Call,09/01/23,18.88%
20230905,20230915,aapl,130.00,59.6,59.8,90.69%,0.98898,8.80E-04,-0.05174,1.02E-02,4.54E-02,147,2307,0.06,Call,09/01/23,18.88%
20230905,20230915,aapl,135.00,55,55,95.08%,0.97642,1.63E-03,-0.08876,1.98E-02,4.63E-02,2,3901,0,Call,09/01/23,18.88%
20230905,20230915,aapl,140.00,49.8,49.8,73.11%,0.98834,1.15E-03,-0.04775,1.08E-02,4.90E-02,46,15495,0,Call,09/01/23,18.88%
20230905,20230915,aapl,145.00,44.75,44.75,59.14%,0.99301,9.00E-04,-0.03384,6.80E-03,5.11E-02,33,12455,0,Call,09/01/23,18.88%
20230905,20230915,aapl,150.00,39.8,39.8,56.75%,0.98759,1.56E-03,-0.04375,1.14E-02,5.25E-02,75,12340,0.01,Call,09/01/23,18.88%
20230905,20230915,aapl,152.50,35.55,37.28,50.41%,0.99035,1.41E-03,-0.03703,9.09E-03,5.36E-02,0,137,0,Call,08/30/23,18.88%
20230905,20230915,aapl,155.00,34.65,34.85,52.59%,0.98149,2.39E-03,-0.05206,1.61E-02,5.38E-02,138,10459,0.01,Call,09/01/23,18.88%
20230905,20230915,aapl,157.50,31.85,32.3,45.19%,0.98691,2.06E-03,-0.04073,1.19E-02,5.51E-02,6,115,0.05,Call,09/01/23,18.88%
20230905,20230915,aapl,160.00,29.73,29.88,46.26%,0.97704,3.27E-03,-0.05454,1.93E-02,5.53E-02,319,19544,0.02,Call,09/01/23,18.88%
20230905,20230915,aapl,162.50,26.95,27.3,37.79%,0.98634,2.55E-03,-0.03871,1.24E-02,5.68E-02,2,96,0.02,Call,09/01/23,18.88%
20230905,20230915,aapl,165.00,24.48,24.9,39.77%,0.97125,4.59E-03,-0.05647,2.34E-02,5.67E-02,205,15648,0.01,Call,09/01/23,18.88%
20230905,20230915,aapl,167.50,22.02,22.38,34.90%,0.97298,4.97E-03,-0.05092,2.22E-02,5.77E-02,13,548,0.02,Call,09/01/23,18.88%
20230905,20230915,aapl,170.00,19.94,19.94,33.63%,0.96118,6.97E-03,-0.05995,3.00E-02,5.78E-02,444,33396,0.01,Call,09/01/23,18.88%
20230905,20230915,aapl,172.50,16.77,17.4,28.46%,0.96429,7.69E-03,-0.05227,2.80E-02,5.89E-02,9,1154,0.01,Call,09/01/23,18.88%
20230905,20230915,aapl,175.00,15,15,27.55%,0.94345,1.15E-02,-0.06447,4.06E-02,5.83E-02,2668,44706,0.06,Call,09/01/23,18.88%
20230905,20230915,aapl,177.50,12.47,12.6,25.63%,0.92026,1.62E-02,-0.07344,5.29E-02,5.76E-02,228,3414,0.07,Call,09/01/23,18.88%
20230905,20230915,aapl,180.00,10.18,10.18,22.70%,0.89548,2.23E-02,-0.0775,6.47E-02,5.68E-02,10299,43822,0.24,Call,09/01/23,18.88%
20230905,20230915,aapl,182.50,7.86,7.93,21.29%,0.83992,3.20E-02,-0.09111,8.70E-02,5.39E-02,393,6013,0.07,Call,09/01/23,18.88%
20230905,20230915,aapl,185.00,5.84,5.84,20.12%,0.7553,4.37E-02,-0.105,1.12E-01,4.89E-02,18377,68685,0.27,Call,09/01/23,18.88%
20230905,20230915,aapl,187.50,4,4,19.10%,0.63835,5.49E-02,-0.11382,1.34E-01,4.17E-02,5475,17481,0.31,Call,09/01/23,18.88%
20230905,20230915,aapl,190.00,2.57,2.57,18.75%,0.49429,5.95E-02,-0.11486,1.43E-01,3.24E-02,24453,57216,0.43,Call,09/01/23,18.88%
20230905,20230915,aapl,192.50,1.5,1.53,18.58%,0.34916,5.57E-02,-0.10308,1.32E-01,2.30E-02,11416,10333,1.1,Call,09/01/23,18.88%
20230905,20230915,aapl,195.00,0.84,0.84,18.50%,0.22392,4.52E-02,-0.08158,1.07E-01,1.48E-02,9741,55381,0.18,Call,09/01/23,18.88%
20230905,20230915,aapl,197.50,0.45,0.45,18.81%,0.13458,3.22E-02,-0.05934,7.75E-02,8.92E-03,1891,5409,0.35,Call,09/01/23,18.88%
20230905,20230915,aapl,200.00,0.25,0.25,19.52%,0.08012,2.13E-02,-0.04194,5.32E-02,5.32E-03,10005,54331,0.18,Call,09/01/23,18.88%
20230905,20230915,aapl,202.50,0.15,0.15,20.59%,0.04952,1.39E-02,-0.0302,3.66E-02,3.29E-03,968,1586,0.61,Call,09/01/23,18.88%
20230905,20230915,aapl,205.00,0.09,0.09,21.57%,0.03047,8.93E-03,-0.0212,2.47E-02,2.02E-03,1159,36969,0.03,Call,09/01/23,18.88%
20230905,20230915,aapl,210.00,0.06,0.06,25.40%,0.01845,4.97E-03,-0.01625,1.62E-02,1.22E-03,513,28395,0.02,Call,09/01/23,18.88%
20230905,20230915,aapl,212.50,0.04,0.04,26.39%,0.0124,3.40E-03,-0.01197,1.15E-02,8.20E-04,32,2,16,Call,09/01/23,18.88%
20230905,20230915,aapl,215.00,0.03,0.03,27.70%,0.00916,2.49E-03,-0.00963,8.83E-03,6.10E-04,176,8197,0.02,Call,09/01/23,18.88%
20230905,20230915,aapl,220.00,0.02,0.02,30.64%,0.00579,1.50E-03,-0.00708,5.89E-03,3.80E-04,1972,30085,0.07,Call,09/01/23,18.88%
20230905,20230915,aapl,225.00,0.02,0.02,34.72%,0.00517,1.20E-03,-0.00724,5.33E-03,3.40E-04,11,6419,0,Call,09/01/23,18.88%
20230905,20230915,aapl,230.00,0.02,0.02,38.65%,0.0047,9.90E-04,-0.00739,4.89E-03,3.10E-04,44,14513,0,Call,09/01/23,18.88%
20230905,20230915,aapl,235.00,0.02,0.02,42.46%,0.00432,8.40E-04,-0.00751,4.54E-03,2.80E-04,9,2360,0,Call,09/01/23,18.88%
20230905,20230915,aapl,240.00,0.01,0.01,43.14%,0.00225,4.60E-04,-0.00424,2.52E-03,1.50E-04,432,9470,0.05,Call,09/01/23,18.88%
20230905,20230915,aapl,245.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,2188,0,Call,08/30/23,18.88%
20230905,20230915,aapl,250.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,4225,0,Call,08/29/23,18.88%
20230905,20230915,aapl,255.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,4940,0,Call,08/25/23,18.88%
20230905,20230915,aapl,260.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,7055,0,Call,08/21/23,18.88%
20230905,20230915,aapl,265.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,988,0,Call,08/25/23,18.88%
20230905,20230915,aapl,270.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,1147,0,Call,08/14/23,18.88%
20230905,20230915,aapl,275.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,291,0,Call,08/25/23,18.88%
20230905,20230915,aapl,280.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,1696,0,Call,08/25/23,18.88%
20230905,20230915,aapl,285.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,198,0,Call,08/11/23,18.88%
20230905,20230915,aapl,290.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,1968,0,Call,08/30/23,18.88%
20230905,20230915,aapl,295.00,0.01,0,0.00%,0,0.00E+00,0,0.00E+00,0.00E+00,0,558,0,Call,08/07/23,18.88%
20230905,20230915,aapl,300.00,0.01,0.01,78.64%,0.00131,1.50E-04,-0.00469,1.54E-03,9.00E-05,1,13400,0,Call,09/01/23,18.88%
