Updated Date,Expiration Date,Ticker,Strike,Last,Theor.,IV,Delta,Gamma,Theta,Vega,Rho,Volume,Open Int,Vol/OI,Type,Last Trade,Avg IV
20231012,20231020,spy,406.00,29.93,31.98,39.76%,0.89765,0.00694,-0.32815,0.11513,0.07883,2,408,0.0,Call,10/11/23,14.71%
20231012,20231020,spy,407.00,28.29,30.99,38.85%,0.89504,0.00723,-0.3268,0.11725,0.0788,2,282,0.01,Call,10/11/23,14.71%
20231012,20231020,spy,408.00,25.37,30.0,37.94%,0.89231,0.00754,-0.32533,0.11945,0.07876,0,75,0.0,Call,10/09/23,14.71%
20231012,20231020,spy,409.00,21.74,29.01,37.02%,0.88945,0.00788,-0.32374,0.12172,0.0787,0,"4,586",0.0,Call,10/09/23,14.71%
20231012,20231020,spy,410.00,26.38,28.02,36.10%,0.88646,0.00824,-0.32201,0.12408,0.07863,23,"14,623",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,411.00,23.76,27.03,35.17%,0.88331,0.00862,-0.32014,0.12652,0.07855,51,"6,236",0.01,Call,10/11/23,14.71%
20231012,20231020,spy,412.00,18.57,26.05,34.31%,0.87949,0.00904,-0.31956,0.12944,0.0784,0,301,0.0,Call,10/09/23,14.71%
20231012,20231020,spy,413.00,20.63,25.06,33.40%,0.87574,0.00949,-0.31806,0.13226,0.07826,0,387,0.0,Call,10/09/23,14.71%
20231012,20231020,spy,414.00,21.85,24.09,32.53%,0.87152,0.00997,-0.31706,0.13538,0.07807,52,"11,386",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,415.00,20.67,23.11,31.64%,0.86708,0.0105,-0.31582,0.1386,0.07786,4,"25,830",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,416.00,20.65,22.13,30.73%,0.86239,0.01107,-0.31434,0.14194,0.07762,4,870,0.0,Call,10/11/23,14.71%
20231012,20231020,spy,417.00,18.94,21.16,29.89%,0.85689,0.01169,-0.31387,0.14578,0.07731,7,"1,587",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,418.00,17.87,20.18,28.96%,0.8516,0.01236,-0.31182,0.14938,0.07702,53,"4,397",0.01,Call,10/11/23,14.71%
20231012,20231020,spy,419.00,17.32,19.23,28.22%,0.84437,0.01309,-0.31311,0.15419,0.07654,54,"3,717",0.01,Call,10/11/23,14.71%
20231012,20231020,spy,420.00,18.05,18.27,27.39%,0.83728,0.01389,-0.3127,0.15876,0.07607,177,"69,290",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,421.00,15.46,17.32,26.60%,0.82922,0.01476,-0.31294,0.1638,0.07551,15,"7,527",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,422.00,16.14,16.37,25.81%,0.82039,0.01571,-0.31315,0.16913,0.07487,20,"7,279",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,423.00,15.22,15.43,24.99%,0.81102,0.01674,-0.31269,0.17458,0.07418,38,"4,819",0.01,Call,10/11/23,14.71%
20231012,20231020,spy,424.00,14.25,14.51,24.29%,0.79971,0.01785,-0.31408,0.18087,0.0733,72,"4,740",0.02,Call,10/11/23,14.71%
20231012,20231020,spy,425.00,13.54,13.54,23.30%,0.79001,0.01914,-0.31008,0.18603,0.07258,312,"27,808",0.01,Call,10/11/23,14.71%
20231012,20231020,spy,426.00,12.45,12.68,22.83%,0.7742,0.02036,-0.31532,0.19399,0.07126,355,"10,843",0.03,Call,10/11/23,14.71%
20231012,20231020,spy,427.00,11.69,11.79,22.15%,0.75909,0.02176,-0.31627,0.2011,0.07001,896,"15,590",0.06,Call,10/11/23,14.71%
20231012,20231020,spy,428.00,10.69,10.92,21.49%,0.74233,0.02324,-0.31708,0.20844,0.0686,572,"13,250",0.04,Call,10/11/23,14.71%
20231012,20231020,spy,429.00,9.98,10.06,20.89%,0.72341,0.02479,-0.31828,0.21604,0.06698,781,"11,399",0.07,Call,10/11/23,14.71%
20231012,20231020,spy,430.00,9.2,9.2,20.15%,0.70389,0.02654,-0.31637,0.22315,0.0653,"3,515","39,006",0.09,Call,10/11/23,14.71%
20231012,20231020,spy,431.00,8.31,8.41,19.65%,0.68037,0.02815,-0.31765,0.23079,0.06322,"3,673","10,654",0.34,Call,10/11/23,14.71%
20231012,20231020,spy,432.00,7.56,7.62,19.10%,0.6552,0.02984,-0.31699,0.23785,0.06099,"3,454","10,263",0.34,Call,10/11/23,14.71%
20231012,20231020,spy,433.00,6.81,6.86,18.57%,0.62781,0.03154,-0.31515,0.24427,0.05854,"9,009","16,226",0.56,Call,10/11/23,14.71%
20231012,20231020,spy,434.00,6.07,6.13,18.05%,0.59805,0.03317,-0.31204,0.24979,0.05585,"10,566","18,054",0.59,Call,10/11/23,14.71%
20231012,20231020,spy,435.00,5.45,5.45,17.62%,0.56574,0.03457,-0.30848,0.25411,0.05291,"22,769","21,525",1.06,Call,10/11/23,14.71%
20231012,20231020,spy,436.00,4.74,4.78,17.08%,0.53154,0.03604,-0.30118,0.25682,0.04979,"13,500","9,564",1.41,Call,10/11/23,14.71%
20231012,20231020,spy,437.00,4.16,4.16,16.65%,0.49506,0.03709,-0.29321,0.25761,0.04643,"7,423","16,386",0.45,Call,10/11/23,14.71%
20231012,20231020,spy,438.00,3.59,3.59,16.24%,0.45686,0.0378,-0.28329,0.25613,0.04291,"8,359","16,267",0.51,Call,10/11/23,14.71%
20231012,20231020,spy,439.00,3.06,3.06,15.84%,0.41724,0.03815,-0.27084,0.25208,0.03923,"5,554","7,302",0.76,Call,10/11/23,14.71%
20231012,20231020,spy,440.00,2.57,2.57,15.43%,0.37648,0.0381,-0.25567,0.2452,0.03544,"27,149","33,416",0.81,Call,10/11/23,14.71%
20231012,20231020,spy,441.00,2.12,2.14,15.06%,0.33553,0.03746,-0.23883,0.23544,0.03162,"5,257","16,392",0.32,Call,10/11/23,14.71%
20231012,20231020,spy,442.00,1.76,1.76,14.77%,0.29557,0.0362,-0.22102,0.22304,0.02788,"4,297","10,372",0.41,Call,10/11/23,14.71%
20231012,20231020,spy,443.00,1.4,1.42,14.41%,0.25562,0.03453,-0.20016,0.20766,0.02414,"5,634","10,904",0.52,Call,10/11/23,14.71%
20231012,20231020,spy,444.00,1.14,1.14,14.19%,0.2192,0.03224,-0.1805,0.19084,0.02071,"5,436","16,756",0.32,Call,10/11/23,14.71%
20231012,20231020,spy,445.00,0.88,0.9,13.92%,0.18415,0.02961,-0.15899,0.17192,0.01742,"32,522","32,672",1.0,Call,10/11/23,14.71%
20231012,20231020,spy,446.00,0.69,0.69,13.65%,0.15189,0.02665,-0.13741,0.15186,0.01438,"1,603","13,517",0.12,Call,10/11/23,14.71%
20231012,20231020,spy,447.00,0.53,0.53,13.47%,0.12397,0.02353,-0.11764,0.1322,0.01174,"4,448","10,297",0.43,Call,10/11/23,14.71%
20231012,20231020,spy,448.00,0.4,0.4,13.28%,0.09936,0.02035,-0.09879,0.11284,0.00942,"1,758","13,467",0.13,Call,10/11/23,14.71%
20231012,20231020,spy,449.00,0.29,0.31,13.20%,0.07959,0.01737,-0.083,0.09567,0.00755,427,"12,207",0.03,Call,10/11/23,14.71%
20231012,20231020,spy,450.00,0.23,0.23,13.12%,0.06294,0.01459,-0.06875,0.07988,0.00597,"5,731","62,343",0.09,Call,10/11/23,14.71%
20231012,20231020,spy,451.00,0.15,0.18,13.11%,0.04982,0.01214,-0.05699,0.06644,0.00473,"1,344","5,434",0.25,Call,10/11/23,14.71%
20231012,20231020,spy,452.00,0.11,0.14,13.15%,0.03967,0.01007,-0.0475,0.05529,0.00376,330,"11,750",0.03,Call,10/11/23,14.71%
20231012,20231020,spy,453.00,0.1,0.1,13.12%,0.03057,0.00815,-0.03819,0.04465,0.0029,200,"8,472",0.02,Call,10/11/23,14.71%
20231012,20231020,spy,454.00,0.07,0.07,13.00%,0.0225,0.00637,-0.02923,0.03455,0.00214,315,"5,575",0.06,Call,10/11/23,14.71%
20231012,20231020,spy,455.00,0.05,0.05,12.95%,0.01673,0.00497,-0.02261,0.02686,0.00159,720,"44,242",0.02,Call,10/11/23,14.71%
20231012,20231020,spy,456.00,0.04,0.04,13.13%,0.01353,0.00408,-0.01907,0.02239,0.00129,311,"21,872",0.01,Call,10/11/23,14.71%
20231012,20231020,spy,457.00,0.03,0.03,13.19%,0.0104,0.00323,-0.01523,0.01781,0.00099,213,"8,802",0.02,Call,10/11/23,14.71%
20231012,20231020,spy,458.00,0.02,0.02,13.08%,0.00726,0.00238,-0.011,0.01299,0.00069,218,"11,441",0.02,Call,10/11/23,14.71%
20231012,20231020,spy,459.00,0.03,0.03,14.29%,0.00968,0.0028,-0.01545,0.01673,0.00092,21,"13,014",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,460.00,0.02,0.02,14.13%,0.00677,0.00207,-0.01114,0.01222,0.00064,484,"31,293",0.02,Call,10/11/23,14.71%
20231012,20231020,spy,461.00,0.01,0.01,13.59%,0.00372,0.00126,-0.00628,0.00717,0.00035,30,"10,883",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,462.00,0.01,0.01,14.08%,0.0036,0.00118,-0.00632,0.00697,0.00034,51,"8,120",0.01,Call,10/11/23,14.71%
20231012,20231020,spy,463.00,0.01,0.01,14.56%,0.00349,0.00111,-0.00635,0.00678,0.00033,40,"21,140",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,464.00,0.02,0.02,16.19%,0.00598,0.00162,-0.0114,0.01096,0.00057,14,"7,077",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,465.00,0.02,0.02,16.70%,0.00582,0.00153,-0.01146,0.01069,0.00055,28,"24,219",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,466.00,0.02,0.02,17.21%,0.00566,0.00145,-0.01151,0.01043,0.00054,8,"7,837",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,467.00,0.01,0.01,16.47%,0.00312,0.00089,-0.00646,0.00612,0.0003,4,"2,398",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,468.00,0.01,0.01,16.94%,0.00304,0.00085,-0.00649,0.00598,0.00029,247,"12,783",0.02,Call,10/11/23,14.71%
20231012,20231020,spy,470.00,0.01,0.01,17.88%,0.00289,0.00077,-0.00654,0.00572,0.00028,615,"24,762",0.02,Call,10/11/23,14.71%
20231012,20231020,spy,472.00,0.01,0.01,18.80%,0.00276,0.0007,-0.00659,0.00549,0.00026,1,"6,750",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,474.00,0.02,0.02,21.16%,0.00469,0.001,-0.01192,0.00883,0.00044,3,"6,399",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,475.00,0.01,0.01,20.18%,0.00259,0.00061,-0.00666,0.00518,0.00025,43,"20,835",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,476.00,0.01,0.01,20.63%,0.00254,0.00059,-0.00669,0.00508,0.00024,3,"8,318",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,478.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"4,586",0.0,Call,10/09/23,14.71%
20231012,20231020,spy,480.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"20,211",0.0,Call,10/09/23,14.71%
20231012,20231020,spy,482.00,0.01,0.01,23.32%,0.00227,0.00047,-0.00681,0.00459,0.00022,1,"1,113",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,484.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"6,006",0.0,Call,10/02/23,14.71%
20231012,20231020,spy,485.00,0.01,0.01,24.64%,0.00216,0.00043,-0.00687,0.00439,0.0002,6,"16,443",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,486.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"3,977",0.0,Call,10/05/23,14.71%
20231012,20231020,spy,488.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"2,226",0.0,Call,10/09/23,14.71%
20231012,20231020,spy,490.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"8,959",0.0,Call,10/02/23,14.71%
20231012,20231020,spy,492.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"5,828",0.0,Call,10/06/23,14.71%
20231012,20231020,spy,494.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"1,947",0.0,Call,09/28/23,14.71%
20231012,20231020,spy,495.00,0.01,0.01,28.94%,0.00186,0.00032,-0.00704,0.00384,0.00018,1,"9,109",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,496.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"1,491",0.0,Call,09/29/23,14.71%
20231012,20231020,spy,498.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,597,0.0,Call,09/27/23,14.71%
20231012,20231020,spy,500.00,0.01,0.01,31.03%,0.00175,0.00028,-0.00711,0.00362,0.00017,3,"12,115",0.0,Call,10/11/23,14.71%
20231012,20231020,spy,502.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"1,480",0.0,Call,10/06/23,14.71%
20231012,20231020,spy,504.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,566,0.0,Call,10/06/23,14.71%
20231012,20231020,spy,505.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"11,160",0.0,Call,10/06/23,14.71%
20231012,20231020,spy,506.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,235,0.0,Call,09/27/23,14.71%
20231012,20231020,spy,510.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"7,015",0.0,Call,10/06/23,14.71%
20231012,20231020,spy,515.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"3,570",0.0,Call,10/05/23,14.71%
20231012,20231020,spy,520.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"9,216",0.0,Call,09/29/23,14.71%
20231012,20231020,spy,525.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"1,499",0.0,Call,09/27/23,14.71%
20231012,20231020,spy,530.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"5,457",0.0,Call,09/14/23,14.71%
20231012,20231020,spy,535.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"2,113",0.0,Call,09/22/23,14.71%
20231012,20231020,spy,540.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"1,521",0.0,Call,09/12/23,14.71%
20231012,20231020,spy,545.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"5,162",0.0,Call,09/27/23,14.71%
20231012,20231020,spy,550.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"7,382",0.0,Call,09/26/23,14.71%
20231012,20231020,spy,555.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"2,132",0.0,Call,09/22/23,14.71%
20231012,20231020,spy,560.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,746,0.0,Call,09/27/23,14.71%
20231012,20231020,spy,565.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"1,365",0.0,Call,09/27/23,14.71%
20231012,20231020,spy,570.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"1,866",0.0,Call,09/27/23,14.71%
20231012,20231020,spy,575.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"1,244",0.0,Call,08/11/23,14.71%
20231012,20231020,spy,580.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"1,867",0.0,Call,09/22/23,14.71%
20231012,20231020,spy,585.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"3,851",0.0,Call,08/10/23,14.71%
20231012,20231020,spy,590.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"1,152",0.0,Call,08/30/23,14.71%
20231012,20231020,spy,595.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,395,0.0,Call,08/02/23,14.71%
20231012,20231020,spy,600.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"1,595",0.0,Call,09/26/23,14.71%
20231012,20231020,spy,150.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"9,224",0.0,Put,10/09/23,14.71%
20231012,20231020,spy,155.00,0.01,0.01,211.48%,-0.00027,1e-05,-0.00845,0.00064,-3e-05,1,"2,672",0.0,Put,10/11/23,14.71%
20231012,20231020,spy,160.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"4,707",0.0,Put,08/29/23,14.71%
20231012,20231020,spy,165.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"1,098",0.0,Put,08/29/23,14.71%
20231012,20231020,spy,170.00,0.02,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"3,883",0.0,Put,08/25/23,14.71%
20231012,20231020,spy,175.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,714,0.0,Put,10/02/23,14.71%
20231012,20231020,spy,180.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,541,0.0,Put,08/28/23,14.71%
20231012,20231020,spy,185.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,612,0.0,Put,09/19/23,14.71%
20231012,20231020,spy,190.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"3,622",0.0,Put,10/03/23,14.71%
20231012,20231020,spy,195.00,0.01,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0,"1,744",0.0,Put,09/28/23,14.71%
